Run number,chip_sn,start_column,stop_column,chip_config_file,frontend,Masked pixel in FE,Masked in row 99,IBIAS,ITHR,ICASN,IDB,ITUNE,ICOMP,IDEL,IRAM,VRESET,VCASP,VCASC,VCLIP,THR min pulse 19 TB,THR min lab pre TB,THR pulse 19 post TB,THR min post TB,THR max post TB,THR dispersion pulse19 post TB,NOISE pulse 19 post TB,THR_effective=THR_min +DeltaTHR/2,sigma_effective ~ sqrt(noise**2 + DeltaTHR/2**),THR_effective/sigma_effective,scan_noise_timeout [s],number hits,Fake hit rate post TB,File THR_scan pulse19,Calibration_TOT,run_configure_date,run_configure_time,elog_start,elog_stop,LogFile,Cu [°C],NTC [°C],LogFile.1,U_LV/V,U_PWELL/V,U_PSUBWELL/V,U_HV/V,I_LV/mA,I_PWELL/mA,I_PSUBWELL/mA,I_HV/uA,Comment
2027,W8R4,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_HVC/W8R4_HVC_30C_PWELL-6/20250411_142106_threshold_scan_interpreted.h5,HVC,"40,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,34,,"31,78","32,6","34,13","0,76","7,67","33,365","7,71","4,33",300,2724020,"5,74E-01",20251021_110225,TRUE,2025-04-11,14:26:48,,,2025-04-09 23:42:08_usbtc08_log.csv,"30,0","29,24",2025-04-11 14:22:44_power_log.csv,"1,8","6,0","0,0","0,0","407,86","0,4","0,2","6,78",
2028,W8R4,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_DCC/W8R4_DCC_standard/20250409_184121_threshold_scan_interpreted.h5,DCC,"793,00","154,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"55,84","55,84","66,74","2,29","2,16","61,29","5,86","10,45",300,96,"2,81E-06",20251013_163505,TRUE,2025-04-11,15:02:57,11.04.2025 15:04:04,11.04.2025 15:22:03,2025-04-09 23:42:08_usbtc08_log.csv,"30,01","29,08",2025-04-11 15:02:41_power_log.csv,"1,8","1,0","0,0","0,0","370,29","0,35","0,2","5,89",same as run 2053
2049,W8R4,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_DCC/W8R4_DCC_standard/20250409_184121_threshold_scan_interpreted.h5,DCC,"793,00","154,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"48,23","48,23",58,"1,5","2,08","53,115","5,31","10,00",300,231,"6,76E-06",20251013_165905,TRUE,2025-04-11,18:33:19,11.04.2025 18:33:43,11.04.2025 19:01:50,2025-04-09 23:42:08_usbtc08_log.csv,"30,0","29,16",2025-04-11 17:17:00_power_log.csv,"1,8","2,0","0,0","0,0","371,27","0,4","0,2","6,1",
2050,W8R4,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_DCC/W8R4_DCC_standard/20250409_184121_threshold_scan_interpreted.h5,DCC,"793,00","154,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"40,79","40,79","49,23","1,28","2,03","45,01","4,68","9,61",300,"23,98","7,02E-07",20251013_181505,TRUE,2025-04-11,19:03:08,11.04.2025 19:03:32,11.04.2025 19:22:10,2025-04-09 23:42:08_usbtc08_log.csv,"30,0","29,14",2025-04-11 19:02:33_power_log.csv,"1,8","3,0","0,0","0,0","372,4","0,39","0,2","6,19",
2051,W8R4,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_DCC/W8R4_DCC_standard/20250409_184121_threshold_scan_interpreted.h5,DCC,"793,00","154,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"34,51","34,51","41,81","0,83","2,02","38,16","4,17","9,15",300,17435,"5,10E-04",20251013_183419,TRUE,2025-04-11,19:22:57,,,2025-04-09 23:42:08_usbtc08_log.csv,"30,0","29,13",2025-04-11 19:22:43_power_log.csv,"1,8","4,0","0,0","0,0","373,29","0,4","0,2","6,25",
2052,W8R4,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_DCC/W8R4_DCC_standard/20250409_184121_threshold_scan_interpreted.h5,DCC,"793,00","154,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"30,01","30,01","36,28","0,57","1,97","33,145","3,70","8,95",300,63288,"1,85E-03",20251013_185256,TRUE,2025-04-11,19:43:45,11.04.2025 19:45:06,11.04.2025 20:04:00,2025-04-09 23:42:08_usbtc08_log.csv,"30,0","29,11",2025-04-11 19:43:06_power_log.csv,"1,8","5,0","0,0","0,0","374,0","0,36","0,2","6,31",
2053,W8R4,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R4_DCC/W8R4_DCC_standard/20250409_184121_threshold_scan_interpreted.h5,DCC,"793,00","154,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"55,84","55,84","66,74","2,29","2,16","61,29","5,86","10,45",300,96,"2,81E-06",20251013_163505,TRUE,2025-04-11,20:26:49,11.04.2025 20:27:19,11.04.2025 20:45:13,2025-04-09 23:42:08_usbtc08_log.csv,"30,0","29,08",2025-04-11 20:25:37_power_log.csv,"1,8","1,0","0,0","0,0","370,24","0,33","0,2","5,87",same as run 2028
2065,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C_THR25/20250411_220428_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,40.0,5.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"24,5",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-11,22:41:54,11.04.2025 22:42:17,11.04.2025 23:11:46,2025-04-11 21:18:35_usbtc08_log.csv,"45,0","40,25",2025-04-11 22:03:35_power_log.csv,"1,8","0,0","0,0","40,0","418,56","0,61","0,3","59,01",
2066,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C_THR30/20250411_221931_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,50.0,3.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"30,9",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-11,23:13:07,11.04.2025 23:31:07,12.04.2025 00:01:57,2025-04-11 21:18:35_usbtc08_log.csv,"45,0","40,26",2025-04-11 22:03:35_power_log.csv,"1,8","0,0","0,0","40,0","419,69","0,65","0,3","59,02",
2067,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C_THR35/20250411_222605_threshold_scan_interpreted.h5,HVC,"0,00","0,0",80.0,60.0,3.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"35,5",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-12,00:02:40,12.04.2025 00:03:09,12.04.2025 00:33:51,2025-04-11 21:18:35_usbtc08_log.csv,"45,0","40,25",2025-04-11 22:03:35_power_log.csv,"1,8","0,0","0,0","40,0","419,63","0,6","0,25","58,95",
2070,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C_THR25/20250412_015907_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,40.0,15.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"24,6","24,2","23,4","27,9","0,7","2,63","25,65","3,46","7,41",300,40,"8,15E-06",20250916_154549,TRUE,2025-04-12,02:26:41,12.04.2025 02:27:21,12.04.2025 03:01:30,2025-04-12 01:12:30_usbtc08_log.csv,"45,0","40,75",2025-04-12 02:25:49_power_log.csv,"1,8","0,0","0,0","40,0","412,41","1,0","0,29","134,47",
2071,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C_THR30/20250412_020720_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,45.0,6.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"30,6","29,72",29,"33,8","0,99","2,71","31,4","3,62","8,67",300,62,"1,26E-05",20250916_162506,TRUE,2025-04-12,03:02:07,12.04.2025 03:02:36,12.04.2025 03:35:01,2025-04-12 01:12:30_usbtc08_log.csv,"45,0","40,77",2025-04-12 02:25:49_power_log.csv,"1,8","0,0","0,0","40,0","412,41","1,0","0,29","134,34",
2072,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C_THR35/20250412_022011_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,60.0,5.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"35,3","34,61","33,84","38,59","0,69","2,6","36,215","3,52","10,28",300,37,"7,54E-06",20250916_171329,TRUE,2025-04-12,03:35:50,12.04.2025 03:36:12,12.04.2025 04:10:36,2025-04-12 01:12:30_usbtc08_log.csv,"45,0","40,78",2025-04-12 02:25:49_power_log.csv,"1,8","0,0","0,0","40,0","414,18","1,0","0,28","134,69",
2081,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_NTC40_THR55/20250412_013251_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",80.0,64.0,3.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"54,7","49,56","49,56","63,61","1,56","5,17","56,585","8,72","6,49",300,15359,"4,54E-04",20250915_162937,TRUE,2025-04-12,05:23:40,12.04.2025 05:24:10,12.04.2025 05:46:30,2025-04-12 01:12:30_usbtc08_log.csv,"45,0","40,66",2025-04-12 05:22:43_power_log.csv,"1,8","6,0","14,0","0,0","367,37","2,1","1,72","117,35",
2082,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_NTC40_THR59/20250412_013606_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",80.0,64.0,0.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"59,2","60,15","60,15","74,1","2,02","5,43","67,125","8,84","7,59",300,6182,"1,83E-04",20250915_171651,TRUE,2025-04-12,05:46:58,12.04.2025 05:48:10,12.04.2025 06:10:13,2025-04-12 01:12:30_usbtc08_log.csv,"45,0","40,64",2025-04-12 05:22:43_power_log.csv,"1,8","6,0","14,0","0,0","363,76","2,1","1,68","116,27",same as 2084
2084,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_NTC40_THR59/20250412_013606_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",80.0,64.0,0.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"65,1","60,15","60,15","74,1","2,02","5,43","67,125","8,84","7,59",300,6182,"1,83E-04",20250915_171651,TRUE,2025-04-12,06:14:14,12.04.2025 06:16:16,12.04.2025 06:39:09,2025-04-12 01:12:30_usbtc08_log.csv,"45,0","40,63",2025-04-12 06:13:42_power_log.csv,"1,8","6,0","14,0","0,0","363,73","2,1","1,71","116,21",same as 2082
2088,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250402_204214_threshold_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"27,4","27,6","27,6",38,"0,6","3,4","32,8","6,21","5,28",100,102023,"9,04E-03",20250701_083440,TRUE,2025-04-12,07:45:51,12.04.2025 07:46:29,12.04.2025 08:01:31,2025-04-12 07:29:02_usbtc08_log.csv,"32,01","30,55",2025-04-12 07:45:10_power_log.csv,"1,8","6,0","14,0","0,0","386,42","1,1","0,87","45,76",Same reg as 1680 but slightly higher temp. And IHV 
2089,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"13,3","13,6","13,1","16,8","0,3","1,8","14,95","2,58","5,79",300,3491,"7,12E-04",20250905_171221,TRUE,2025-04-12,08:07:54,12.04.2025 08:08:41,12.04.2025 08:58:29,2025-04-12 07:29:02_usbtc08_log.csv,"32,0","30,69",2025-04-12 08:03:24_power_log.csv,"1,8","0,0","0,0","40,0","408,33","0,6","0,2","50,57",
2093,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_30C/20250316_151915_threshold_scan_interpreted.h5,HVC,"31,00","31,0",100.0,30.0,30.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"14,3","15,8","15,14","19,1","0,4","2,21","17,12","2,97","5,77",300,9981,"2,03E-03",20250829_103152,TRUE,2025-04-12,09:51:31,12.04.2025 09:52:02,12.04.2025 10:12:21,2025-04-12 09:10:55_usbtc08_log.csv,"38,0","35,33",2025-04-12 09:31:40_power_log.csv,"1,8","0,0","0,0","40,0","409,99","0,74","0,23","79,57",
2094,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35C/20250403_124234_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"32,3","31,8","31,8","43,4","0,8","4,09","37,6","7,10","5,30",100,182686,"1,62E-02",20250701_122526,TRUE,2025-04-12,10:15:01,12.04.2025 10:15:27,12.04.2025 10:30:14,2025-04-12 09:10:55_usbtc08_log.csv,"38,0","35,35",2025-04-12 10:14:12_power_log.csv,"1,8","6,0","14,0","0,0","393,0","1,5","1,2","73,31",
2100,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR55/20250410_224331_threshold_scan_interpreted.h5,DCC,"1.060,00","2,0",60.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"54,3",55,"50,9","50,9",,"1,3","2,96","25,45","25,62","0,99",300,1161,"3,41E-05",20250917_163204,TRUE,2025-04-12,11:26:24,12.04.2025 11:26:46,12.04.2025 11:45:22,2025-04-12 10:50:30_usbtc08_log.csv,"31,01","29,59",2025-04-12 11:26:04_power_log.csv,"1,8","6,0","9,0","0,0","331,81","0,6","0,67","-1,52",
2112,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR50/20250410_231253_threshold_scan_interpreted.h5,DCC,"1.061,00","2,0",70.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"49,6",50,47,47,,"1,1","2,99","23,5","23,69","0,99",300,1584,"4,65E-05",20250917_163918,TRUE,2025-04-12,12:43:07,12.04.2025 12:43:34,12.04.2025 13:00:24,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,67",2025-04-12 12:40:42_power_log.csv,"1,8","6,0","9,0","0,0","343,22","0,6","0,61","-1,65",
2116,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,1","45,9","43,8","43,8",,"1,5","2,96","21,9","22,10","0,99",300,2771,"8,15E-05",20250917_164624,TRUE,2025-04-12,13:07:13,12.04.2025 13:07:39,12.04.2025 13:24:34,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,73",2025-04-12 13:06:52_power_log.csv,"1,8","6,0","9,0","0,0","353,63","0,6","0,62","-1,76",
2121,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,1","46,1",44,44,,"1,32","3,01",22,"22,20","0,99",300,17253,"5,08E-04",20250411_115526,TRUE,2025-04-12,13:39:08,12.04.2025 13:39:31,12.04.2025 13:58:19,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,73",2025-04-12 13:35:26_power_log.csv,"1,8","6,0","0,0","0,0","352,43","0,6","0,2","-1,84",
2130,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,45,"44,07","44,07",,"1,27","3,07","22,035","22,25","0,99",300,22455,"6,61E-04",20250926_104246,TRUE,2025-04-12,15:17:54,12.04.2025 15:18:26,12.04.2025 15:30:36,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,80",2025-04-12 15:15:53_power_log.csv,"1,8","6,0","1,0","0,0","353,24","0,61","0,3","-1,76",
2135,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,3",45,"44,08","44,08",,"1,27","3,13","22,04","22,26","0,99",300,22762,"6,70E-04",20250926_105718,TRUE,2025-04-12,16:07:49,12.04.2025 16:08:21,12.04.2025 16:16:06,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,84",2025-04-12 16:07:16_power_log.csv,"1,8","6,0","2,0","0,0","353,49","0,6","0,3","-1,74",same as run 2136
2136,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,3",45,"44,08","44,08",,"1,27","3,13","22,04","22,26","0,99",300,22762,"6,70E-04",20250926_105718,TRUE,2025-04-12,16:17:46,12.04.2025 16:18:11,12.04.2025 16:26:13,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,85",2025-04-12 16:07:16_power_log.csv,"1,8","6,0","2,0","0,0","353,41","0,64","0,3","-1,71",same as run 2135
2137,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,2",45,"43,96","43,96",,"1,26","3,17","21,98","22,21","0,99",300,24267,"7,14E-04",20250926_111438,TRUE,2025-04-12,16:27:30,12.04.2025 16:27:59,12.04.2025 16:36:29,2025-04-12 10:50:30_usbtc08_log.csv,"31,01","29,87",2025-04-12 16:26:46_power_log.csv,"1,8","6,0","3,0","0,0","353,57","0,61","0,3","-1,74",
2139,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,2",45,44,44,,"1,31","3,13",22,"22,22","0,99",300,33703,"9,92E-04",20250926_114936,TRUE,2025-04-12,16:42:32,12.04.2025 16:43:01,12.04.2025 16:51:40,2025-04-12 10:50:30_usbtc08_log.csv,"31,01","29,89",2025-04-12 16:41:45_power_log.csv,"1,8","6,0","4,0","0,0","353,64","0,6","0,3","-1,71",
2140,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,45,"43,89","43,89",,"1,33","3,13","21,945","22,17","0,99",300,31461,"9,26E-04",20250926_120637,TRUE,2025-04-12,16:52:49,12.04.2025 16:54:04,12.04.2025 17:02:51,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,92",2025-04-12 16:52:13_power_log.csv,"1,8","6,0","5,0","0,0","353,64","0,6","0,3","-1,7",
2145,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"46,2",45,"43,78","43,78",,"1,3","3,07","21,89","22,10","0,99",300,20860,"6,14E-04",20250926_122009,TRUE,2025-04-12,17:46:08,12.04.2025 17:46:45,12.04.2025 17:55:27,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,95",2025-04-12 17:43:28_power_log.csv,"1,8","6,0","6,0","0,0","353,73","0,6","0,3","-1,67",
2147,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,45,"43,92","43,92",,"1,34","3,02","21,96","22,17","0,99",300,6082,"1,79E-04",20251007_164009,TRUE,2025-04-12,18:06:46,12.04.2025 18:07:16,12.04.2025 18:15:00,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,97",2025-04-12 17:56:08_power_log.csv,"1,8","6,0","7,0","0,0","353,77","0,6","0,3","-1,64",
2149,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"45,9",45,"43,74","43,74",,"1,31","3,06","21,87","22,08","0,99",300,6014,"1,77E-04",20251007_164917,TRUE,2025-04-12,18:36:21,12.04.2025 18:39:37,12.04.2025 18:47:08,2025-04-12 10:50:30_usbtc08_log.csv,"31,0","29,97",2025-04-12 18:15:41_power_log.csv,"1,8","6,0","8,0","0,0","353,77","0,6","0,4","-1,72",
2151,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"43,1",,"40,84","40,84",,"1,4","2,64","20,42","20,59","0,99",300,43359,"1,28E-03",20250925_153642,TRUE,2025-04-12,19:04:11,12.04.2025 19:04:35,12.04.2025 19:12:18,2025-04-12 10:50:30_usbtc08_log.csv,"23,99","24,86",2025-04-12 19:03:44_power_log.csv,"1,8","6,0","9,0","0,0","350,18","0,4","0,46","-1,7",
2152,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"40,9",,"38,91","38,91",,"1,47","2,43","19,455","19,61","0,99",300,29264,"8,61E-04",20250925_160503,TRUE,2025-04-12,22:49:37,12.04.2025 22:50:13,12.04.2025 22:57:36,2025-04-12 10:50:30_usbtc08_log.csv,"18,0","20,29",2025-04-12 19:03:44_power_log.csv,"1,8","6,0","9,0","0,0","347,09","0,3","0,3","-1,66",
2153,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"39,2",,"37,19","37,19",,"1,52","2,15","18,595","18,72","0,99",300,35905,"1,06E-03",20250925_165857,TRUE,2025-04-12,23:11:22,12.04.2025 23:12:21,12.04.2025 23:19:40,2025-04-12 10:50:30_usbtc08_log.csv,"11,0","15,36",2025-04-12 19:03:44_power_log.csv,"1,8","6,0","9,0","0,0","343,52","0,3","0,21","-1,63",same as run 2154
2154,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"39,2",,"37,19","37,19",,"1,52","2,15","18,595","18,72","0,99",300,35905,"1,06E-03",20250925_165857,TRUE,2025-04-12,23:19:53,12.04.2025 23:20:20,12.04.2025 23:27:40,2025-04-12 10:50:30_usbtc08_log.csv,"11,0","15,30",2025-04-12 19:03:44_power_log.csv,"1,8","6,0","9,0","0,0","343,47","0,3","0,2","-1,62",same as run 2153
2156,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"37,7",,"36,29","36,29",,"1,57","1,85","18,145","18,24","0,99",300,1112,"3,27E-05",20251008_112617,TRUE,2025-04-12,23:45:04,12.04.2025 23:45:29,12.04.2025 23:52:55,2025-04-12 10:50:30_usbtc08_log.csv,"4,04","10,35",2025-04-12 23:44:17_power_log.csv,"1,8","6,0","9,0","0,0","339,77","0,3","0,2","-1,58",same as run 2157
2157,W2R17,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R17_DCC/W2R17_DCC_30C_THR45/20250411_115526_threshold_scan_interpreted.h5,DCC,"1.387,00","2,0",80.0,64.0,5.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,"37,7",,"36,29","36,29",,"1,57","1,85","18,145","18,24","0,99",300,1112,"3,27E-05",20251008_112617,TRUE,2025-04-12,23:53:08,12.04.2025 23:53:39,13.04.2025 00:01:35,2025-04-12 10:50:30_usbtc08_log.csv,"3,99","10,28",2025-04-12 23:44:17_power_log.csv,"1,8","6,0","9,0","0,0","339,72","0,3","0,2","-1,54",same as run 2156
