Run number,chip_sn,start_column,stop_column,chip_config_file,frontend,Masked pixel in FE,Masked in row 99,IBIAS,ITHR,ICASN,IDB,ITUNE,ICOMP,IDEL,IRAM,VRESET,VCASP,VCASC,VCLIP,THR min pulse 19 TB,THR min lab pre TB,THR pulse 19 post TB,THR min post TB,THR max post TB,THR dispersion pulse19 post TB,NOISE pulse 19 post TB,THR_effective=THR_min +DeltaTHR/2,sigma_effective ~ sqrt(noise**2 + DeltaTHR/2**),THR_effective/sigma_effective,scan_noise_timeout [s],number hits,Fake hit rate post TB,File THR_scan pulse19,Calibration_TOT,run_configure_date,run_configure_time,elog_start,elog_stop,LogFile,Cu [°C],NTC [°C],LogFile.1,U_LV/V,U_PWELL/V,U_PSUBWELL/V,U_HV/V,I_LV/mA,I_PWELL/mA,I_PSUBWELL/mA,I_HV/uA,Comment
1731,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_35C/20250404_074650_threshold_scan_interpreted.h5,HVC,"544,00","32,0",100.0,30.0,50.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"13,4",,"13,7","13,1","16,9","0,4","2,04",15,"2,79","5,38",300,78210,"1,65E-02",20250702_171744,TRUE,2025-04-04,07:51:21,04.04.2025 07:51:48,04.04.2025 08:18:15,2025-04-04 01:43:09_usbtc08_log.csv,"36,5","34,01",2025-04-04 07:15:20_power_log.csv,"1,8","0,0","0,0","40,0","409,93","0,7","0,3","69,5",
1732,W8R6,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_35C/20250404_085741_noise_occupancy_scan_interpreted.h5,HVC,"50,00","31,0",100.0,30.0,70.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"14,9",,"15,18","14,43","18,51","0,63","2,52","16,47","3,24","5,08",300,1316408,"2,77E-01",20250916_183521,TRUE,2025-04-04,09:09:41,04.04.2025 09:10:23,04.04.2025 09:38:48,2025-04-04 01:43:09_usbtc08_log.csv,"43,5","39,48",2025-04-04 08:47:42_power_log.csv,"1,8","0,0","0,0","40,0","413,31","1,0","0,37","118,61",
1733,W8R6,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C/20250404_104051_noise_occupancy_scan_interpreted.h5,HVC,"50,00","31,0",100.0,30.0,90.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"14,5",,"14,6","13,84","17,87","0,66","2,48","15,855","3,20","4,96",300,3090878,"6,51E-01",20250916_175627,TRUE,2025-04-04,10:45:03,04.04.2025 10:45:31,04.04.2025 11:14:09,2025-04-04 01:43:09_usbtc08_log.csv,"44,0","39,87",2025-04-04 10:39:52_power_log.csv,"1,8","0,0","0,0","40,0","414,52","1,08","0,4","123,82",
1734,W8R6,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C/20250404_113905_threshold_scan_interpreted.h5,HVC,"50,00","31,0",100.0,30.0,110.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"14,1",,"14,2","13,5","17,4","0,8","2,46","15,45","3,14","4,92",300,4991248,"1,05E+00",20250701_162956,TRUE,2025-04-04,11:49:45,04.04.2025 11:50:16,04.04.2025 12:23:38,2025-04-04 01:43:09_usbtc08_log.csv,"44,0","39,90",2025-04-04 10:39:52_power_log.csv,"1,8","0,0","0,0","40,0","415,46","1,02","0,35","124,24",
1736,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C_BCID_OFF/20250404_125815_threshold_scan_interpreted.h5,HVC,"562,00","32,0",100.0,30.0,110.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,16,,"15,8","15,8",,"0,8","2,26","7,9","8,22","0,96",300,33101,"6,97E-03",20250917_152950,TRUE,2025-04-04,14:15:05,04.04.2025 14:15:50,04.04.2025 14:43:28,2025-04-04 01:43:09_usbtc08_log.csv,"47,0","41,86",2025-04-04 14:10:09_power_log.csv,"1,8","0,0","0,0","40,0","248,24","1,0","0,38","122,03","BCID OFF, NO TOT and pulse"
1737,W8R6,"448,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_HVC/W8R6_HVC_40C_BCID_OFF_TDAC4/20250404_130605_threshold_scan_interpreted.h5,HVC,"562,00","32,0",100.0,30.0,110.0,100.0,250.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"16,1",,16,,,"1,1","2,27",0,"2,27","0,00",300,37149,"7,83E-03",20250917_154101,TRUE,2025-04-04,14:49:47,04.04.2025 14:50:17,04.04.2025 15:18:16,2025-04-04 01:43:09_usbtc08_log.csv,"47,0","41,87",2025-04-04 14:10:09_power_log.csv,"1,8","0,0","0,0","40,0","248,28","1,0","0,38","122,01","BCID OFF, NO TOT and pulse, TDAC=4"
1739,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35_reduced_noise_VRESET120/20250404_163916_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,25.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,205.0,255.0,"31,6",,"30,9","30,9","42,4","1,2","3,8","36,65","6,89","5,32",300,248696,"7,35E-03",20250829_162226,TRUE,2025-04-04,16:46:08,04.04.2025 16:46:31,04.04.2025 17:03:20,2025-04-04 01:43:09_usbtc08_log.csv,"37,5","35,20",2025-04-04 16:09:19_power_log.csv,"1,8","6,0","14,0","0,0","415,94","1,52","2,5","75,12",
1740,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35_reduced_noise_VRESET120/20250404_163916_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,25.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,205.0,255.0,,"25,2","21,9","21,9","31,7","0,8","2,69","26,8","5,59","4,79",300,1036279,"3,06E-02",20250905_185937,TRUE,2025-04-04,17:49:52,04.04.2025 17:50:25,04.04.2025 18:05:38,2025-04-04 01:43:09_usbtc08_log.csv,"23,8","24,85",2025-04-04 16:09:19_power_log.csv,"1,8","6,0","14,0","0,0","410,42","0,8","1,0","25,81",
1742,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35_reduced_noise_VRESET120/20250404_163916_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,25.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,205.0,255.0,,"22,7","19,8","19,8","28,9","0,7","2,34","24,35","5,12","4,76",300,1389392,"4,11E-02",20250909_111413,TRUE,2025-04-04,18:22:19,04.04.2025 18:32:46,04.04.2025 18:48:10,2025-04-04 18:16:43_usbtc08_log.csv,"17,3","19,90",2025-04-04 18:15:26_power_log.csv,"1,8","6,0","14,0","0,0","408,13","0,64","0,7","15,28",
1743,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_35_reduced_noise_VRESET120/20250404_163916_threshold_scan_interpreted.h5,DCC,"1.870,00","156,0",100.0,64.0,25.0,100.0,250.0,80.0,88.0,50.0,120.0,93.0,205.0,255.0,,21,"18,3","18,3",27,"0,6","2,05","22,65","4,81","4,71",300,2375891,"7,02E-02",20250909_122604,TRUE,2025-04-04,18:48:26,04.04.2025 19:07:27,04.04.2025 19:23:40,2025-04-04 18:16:43_usbtc08_log.csv,"10,69","15,00",2025-04-04 18:15:26_power_log.csv,"1,8","6,0","14,0","0,0","405,87","0,5","0,4","8,89",
1745,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_112940_noise_occupancy_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"25,2","24,4","24,4","33,9","0,5","2,78","29,15","5,50","5,30",300,182837,"5,40E-03",20250905_183708,TRUE,2025-04-04,20:23:07,04.04.2025 20:24:36,04.04.2025 20:39:25,2025-04-04 18:16:43_usbtc08_log.csv,"24,2","24,88",2025-04-04 18:15:26_power_log.csv,"1,8","6,0","14,0","0,0","378,28","0,78","1,0","24,61","same registrs, masking and tuning of 1661"
1748,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_112940_noise_occupancy_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,"22,7","23,2","23,2","32,1","0,5","2,40","27,65","5,06","5,47","300,00","122472,00","3,62E-03",20250704_184128,TRUE,2025-04-04,21:04:58,04.04.2025 21:07:25,04.04.2025 21:21:05,2025-04-04 18:16:43_usbtc08_log.csv,"17,3","19,70",2025-04-04 21:03:54_power_log.csv,"1,8","6,0","14,0","0,0","372,28","0,6","0,7","14,01",
1749,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_112940_noise_occupancy_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,21,"21,7","21,7","29,7","0,5","2,08","25,7","4,51","5,70",300,119735,"3,54E-03",20250909_124812,TRUE,2025-04-04,21:39:44,04.04.2025 21:40:11,04.04.2025 21:53:35,2025-04-04 18:16:43_usbtc08_log.csv,"10,99","15,01",2025-04-04 21:03:54_power_log.csv,"1,8","6,0","14,0","0,0","367,08","0,5","0,4","8,29",
1751,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_112940_noise_occupancy_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,20,"20,6","20,6","28,1","0,5","1,81","24,35","4,16","5,85",300,120803,"3,57E-03",20250909_160404,TRUE,2025-04-04,22:19:42,04.04.2025 22:21:30,04.04.2025 22:34:31,2025-04-04 18:16:43_usbtc08_log.csv,"4,7","10,29",2025-04-04 22:18:52_power_log.csv,"1,8","6,0","14,0","0,0","362,01","0,4","0,3","4,81",
1752,W8R6,"224,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W8R6_DCC/W8R6_DCC_TNTC_30C/20250403_112940_noise_occupancy_scan_interpreted.h5,DCC,"1.866,00","156,0",100.0,64.0,10.0,100.0,250.0,80.0,88.0,50.0,143.0,93.0,205.0,255.0,,,"45,84","45,84","59,42","1,56","5,32","52,63","8,63","6,10",300,60592,"1,79E-03",20250917_115530,TRUE,2025-04-04,23:31:34,04.04.2025 23:33:24,04.04.2025 23:47:11,2025-04-04 18:16:43_usbtc08_log.csv,"49,0","43,33",2025-04-04 22:18:52_power_log.csv,"1,8","6,0","14,0","0,0","233,34","2,3","3,6","133,0",
1757,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,5",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,01:43:06,05.04.2025 01:43:35,05.04.2025 02:00:10,2025-04-05 00:17:19_usbtc08_log.csv,"31,0","29,69",2025-04-05 01:41:56_power_log.csv,"1,8","6,0","14,0","0,0","409,3","0,7","0,66","19,4",
1758,W2R5,"360,00","448,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_DCC/20250405_003905_threshold_scan_interpreted.h5,DCC,"675,00","0,0",100.0,50.0,100.0,100.0,200.0,80.0,88.0,50.0,120.0,93.0,228.0,255.0,"28,5",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,02:00:32,05.04.2025 02:01:00,05.04.2025 02:31:15,2025-04-05 00:17:19_usbtc08_log.csv,"31,0","29,68",2025-04-05 01:41:56_power_log.csv,"1,8","6,0","14,0","0,0","409,28","0,7","0,6","19,42",
1762,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_044349_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,2",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,04:47:06,,,2025-04-05 04:37:29_usbtc08_log.csv,"31,0","29,61",2025-04-05 04:40:15_power_log.csv,"1,8","0,0","0,0","40,0","416,18","0,38","0,2","20,49",
1790,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_044349_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,4",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,11:54:21,05.04.2025 11:54:46,05.04.2025 12:24:40,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,72",2025-04-05 11:53:23_power_log.csv,"1,8","0,0","0,0","25,0","416,28","0,36","0,2","19,73",
1794,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"13,1",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,13:44:47,05.04.2025 13:45:15,05.04.2025 14:13:15,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,74",2025-04-05 13:15:50_power_log.csv,"1,8","0,0","0,0","15,0","416,13","0,4","0,2","19,41",
1795,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,14:20:07,05.04.2025 14:20:34,05.04.2025 14:35:55,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,75",2025-04-05 14:17:44_power_log.csv,"1,8","0,0","0,0","20,0","416,14","0,4","0,2","19,59",
1796,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,14:36:07,05.04.2025 14:36:30,05.04.2025 14:40:20,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,76",2025-04-05 14:17:44_power_log.csv,"1,8","0,0","0,0","20,0","416,1","0,4","0,2","19,6",
1797,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,14:40:33,05.04.2025 14:41:11,05.04.2025 14:44:36,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,76",2025-04-05 14:17:44_power_log.csv,"1,8","0,0","0,0","20,0","416,25","0,39","0,2","19,6",
1798,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,14:44:53,05.04.2025 14:45:17,05.04.2025 14:51:06,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,76",2025-04-05 14:17:44_power_log.csv,"1,8","0,0","0,0","20,0","416,22","0,4","0,2","19,6",
1799,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,14:51:22,05.04.2025 14:51:46,05.04.2025 14:55:21,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,76",2025-04-05 14:17:44_power_log.csv,"1,8","0,0","0,0","20,0","416,14","0,4","0,2","19,6",
1800,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"12,6",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,14:55:34,05.04.2025 14:56:03,05.04.2025 14:59:16,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,75",2025-04-05 14:17:44_power_log.csv,"1,8","0,0","0,0","20,0","416,16","0,4","0,2","19,57",
1801,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"14,5",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,15:02:36,05.04.2025 15:03:02,05.04.2025 15:33:05,2025-04-05 05:46:05_usbtc08_log.csv,"31,0","29,75",2025-04-05 15:01:05_power_log.csv,"1,8","0,0","0,0","10,0","416,16","0,4","0,2","19,2",
1802,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"14,5",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,16:05:30,05.04.2025 16:05:56,05.04.2025 16:34:31,2025-04-05 05:46:05_usbtc08_log.csv,"38,0","34,99",2025-04-05 15:44:49_power_log.csv,"1,8","0,0","0,0","40,0","417,55","0,5","0,28","35,09",
1803,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_132008_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"15,6",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,16:53:00,05.04.2025 16:53:32,05.04.2025 17:22:29,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,33",2025-04-05 15:44:49_power_log.csv,"1,8","0,0","0,0","40,0","419,12","0,7","0,3","59,53",
1804,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C/20250401_152852_threshold_scan_interpreted.h5,HVC,"4,00","0,0",100.0,30.0,80.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"13,5",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,17:32:35,05.04.2025 17:32:47,05.04.2025 18:02:37,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,40",2025-04-05 15:44:49_power_log.csv,"1,8","0,0","0,0","40,0","422,12","0,7","0,3","59,92",
1805,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C/20250401_152607_threshold_scan_interpreted.h5,HVC,"4,00","0,0",100.0,30.0,50.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"14,8",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,18:03:01,05.04.2025 18:03:26,05.04.2025 18:34:50,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,41",2025-04-05 15:44:49_power_log.csv,"1,8","0,0","0,0","40,0","420,38","0,67","0,3","59,69",
1806,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C/20250401_152112_threshold_scan_interpreted.h5,HVC,"4,00","0,0",100.0,30.0,10.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"20,3",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,18:43:19,05.04.2025 18:43:41,05.04.2025 19:13:37,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,35",2025-04-05 15:44:49_power_log.csv,"1,8","0,0","0,0","40,0","417,71","0,7","0,3","59,27",
1807,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC40C/20250401_152349_threshold_scan_interpreted.h5,HVC,"4,00","0,0",100.0,30.0,5.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"23,4",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,19:14:11,05.04.2025 19:14:36,05.04.2025 19:48:35,2025-04-05 16:38:14_usbtc08_log.csv,"45,0","40,32",2025-04-05 15:44:49_power_log.csv,"1,8","0,0","0,0","40,0","417,38","0,7","0,3","59,18",
1808,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"12,8",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,19:52:14,05.04.2025 20:10:19,05.04.2025 20:45:57,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,81",2025-04-05 19:51:18_power_log.csv,"1,8","0,0","0,0","35,0","416,19","0,4","0,2","19,94",
1809,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"12,8",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,20:48:41,05.04.2025 20:49:15,05.04.2025 21:19:03,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,70",2025-04-05 20:48:00_power_log.csv,"1,8","0,0","0,0","30,0","416,24","0,4","0,2","19,71",
1810,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC30C/20250401_122553_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,10.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"15,2",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,21:23:24,05.04.2025 21:26:33,05.04.2025 22:00:11,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,66",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","414,95","0,4","0,21","20,24",
1811,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC30C/20250401_122848_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,5.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"17,6",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,22:01:10,05.04.2025 22:02:54,05.04.2025 22:33:25,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,63",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","414,55","0,39","0,2","20,2",
1812,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC30C_KEK19/20250405_225632_threshold_scan_interpreted.h5,HVC,"0,00","0,0",60.0,30.0,100.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"16,3",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,23:14:00,05.04.2025 23:14:27,05.04.2025 23:45:26,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,35",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","355,84","0,39","0,2","19,0",
1813,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/W2R5_HVC_NTC30C_KEK25/20250405_230307_threshold_scan_interpreted.h5,HVC,"0,00","0,0",60.0,50.0,20.0,150.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,"22,8",,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-05,23:45:51,05.04.2025 23:46:39,06.04.2025 00:17:20,2025-04-05 16:38:14_usbtc08_log.csv,"31,0","29,35",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","355,35","0,39","0,2","18,91",
1814,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,"11,6",,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,00:33:56,06.04.2025 00:34:56,06.04.2025 01:07:18,2025-04-05 16:38:14_usbtc08_log.csv,"24,0","24,45",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","414,25","0,3","0,2","11,6",
1815,W2R5,"449,00","480,00",/media/bellevtx01/tb2025d/desy-tb-2025/tuning/W2R5_HVC/20250405_052556_threshold_scan_interpreted.h5,HVC,"0,00","0,0",100.0,30.0,30.0,88.0,200.0,80.0,88.0,50.0,50.0,40.0,140.0,255.0,,11,,,,,,0,"0,00",#DIV/0!,,,#DIV/0!,,FALSE,2025-04-06,01:21:06,06.04.2025 01:21:45,06.04.2025 01:50:35,2025-04-05 16:38:14_usbtc08_log.csv,"18,01","20,07",2025-04-05 21:22:08_power_log.csv,"1,8","0,0","0,0","40,0","413,13","0,3","0,19","7,11",
